Education,Weight,Reliability,Questionnaires or polls,Elections,Compassion to animals,Changing the past,Appearence and gestures,Self-criticism,Waiting,Thinking ahead,Parents' advice,Daily events,God,Lifestruggles,Gettingup,Judgment calls,Foreign languages,Chemistry,Pets,Internetusage,Fun with friends,PC,"Countryside, outdoors",Gardening,Health,Alcohol,Smoking,Latino,Opera,Classical music,Dance,"Hiphop, Rap",Sci-fi,Thriller,Animated,Fantasy/Fairy tales,Ageing,Spendingongadgets,Age
secondary school,76,5,2,5,5,3,2,3,2,4,4,4,1,2,4,5,4,4,4,sometime of the day,5,4,4,1,4,never,never smoked,2,3,4,2,5,2,4,4,4,2,5,26
secondary school,87,4,1,5,5,2,4,2,2,3,3,4,1,2,2,5,3,2,5,sometime of the day,5,4,1,1,4,social drinker,smoker,2,2,2,5,2,4,5,2,2,2,4,23
secondary school,54,3,3,3,4,2,4,2,3,5,4,2,4,3,3,5,3,2,4,sometime of the day,5,2,4,1,2,drink a lot,smoker,5,1,1,5,4,3,4,3,2,2,2,18
secondary school,54,3,4,5,5,4,5,5,3,3,2,4,3,4,5,5,5,1,5,sometime of the day,5,1,5,1,3,drink a lot,smoker,2,1,5,1,1,1,1,5,5,2,3,18
primary school,54,4,4,1,2,4,3,4,3,3,4,3,4,5,5,3,4,5,1,sometime of the day,5,1,3,,3,social drinker,smoker,1,1,2,4,3,1,3,4,4,1,4,16
secondary school,57,4,4,5,3,4,4,3,2,3,4,2,2,4,3,3,5,1,1,sometime of the day,5,3,3,2,2,drink a lot,smoker,4,1,2,3,2,5,3,4,5,5,4,19
college/bachelor degree,58,5,1,4,5,2,4,5,2,1,3,4,4,5,5,5,5,1,5,sometime of the day,5,3,3,1,5,drink a lot,smoker,1,1,4,4,3,3,2,5,5,5,5,19
secondary school,165,3,2,4,5,1,4,4,3,3,4,2,5,2,5,5,4,3,5,sometime of the day,5,1,5,5,3,social drinker,smoker,1,1,2,3,5,1,4,4,4,4,4,23
secondary school,85,3,3,3,2,2,2,1,3,1,2,2,1,1,4,4,4,1,1,sometime of the day,5,5,1,1,1,drink a lot,smoker,1,1,3,3,1,5,5,2,1,3,5,21
secondary school,75,2,2,3,3,4,4,3,3,4,3,2,3,2,3,2,3,2,3,sometime of the day,4,3,2,2,4,drink a lot,smoker,1,2,,3,4,3,2,2,4,3,2,19
college/bachelor degree,58,4,2,5,5,3,4,3,3,1,4,4,3,5,4,3,4,5,5,sometime of the day,5,4,4,2,5,social drinker,smoker,5,2,2,3,2,1,5,1,4,4,3,20
college/bachelor degree,,5,2,4,3,3,4,4,2,3,2,4,1,1,5,4,5,1,1,sometime of the day,5,4,4,5,4,social drinker,smoker,2,2,5,3,2,4,4,4,4,1,1,22
secondary school,57,4,2,5,2,4,5,3,3,5,3,4,3,2,5,5,3,1,3,sometime of the day,5,5,3,1,4,social drinker,smoker,1,1,3,5,4,5,2,2,2,1,5,20
secondary school,75,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,4,sometime of the day,5,3,3,2,3,social drinker,smoker,2,1,1,4,2,5,5,5,4,1,3,21
secondary school,70,3,2,5,3,2,3,3,2,4,3,3,1,1,4,4,4,2,2,sometime of the day,4,4,2,1,3,social drinker,smoker,2,2,2,3,3,2,3,4,3,1,4,19
primary school,58,3,2,3,2,4,4,4,2,3,3,4,3,2,2,3,4,3,2,sometime of the day,4,2,2,2,3,social drinker,smoker,2,4,3,2,4,2,2,2,3,3,3,17
secondary school,45,5,3,3,5,2,4,1,2,3,4,3,2,4,5,3,3,2,4,sometime of the day,5,4,5,2,5,social drinker,smoker,2,1,2,3,2,4,3,5,5,5,4,19
secondary school,65,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,4,sometime of the day,4,2,3,2,3,social drinker,never smoked,2,2,2,4,4,3,3,3,3,3,3,16
college/bachelor degree,83,4,3,5,4,2,4,4,3,3,3,5,1,1,4,3,4,1,3,sometime of the day,5,4,4,1,3,drink a lot,smoker,3,2,3,2,1,2,4,2,2,3,3,22
college/bachelor degree,85,2,2,3,2,3,2,2,2,2,3,2,2,2,4,3,3,1,3,sometime of the day,4,2,2,2,2,never,smoker,3,3,1,2,3,2,3,2,3,1,3,23
masters degree,54,3,2,5,5,2,3,4,4,3,3,3,5,3,5,4,3,1,3,sometime of the day,4,4,4,4,3,social drinker,smoker,3,1,3,2,1,3,5,3,3,3,3,28
secondary school,69,5,2,5,5,2,3,2,3,2,3,5,3,1,3,5,3,1,5,sometime of the day,5,5,2,3,3,social drinker,smoker,1,1,2,2,5,3,3,3,2,3,4,20
secondary school,80,4,3,5,2,3,5,4,2,5,4,4,4,2,4,3,4,1,3,sometime of the day,3,2,2,2,5,social drinker,smoker,3,3,3,2,2,4,4,3,4,4,3,21
secondary school,50,5,3,5,5,2,4,2,4,3,4,2,4,4,1,5,2,1,5,sometime of the day,4,2,4,1,4,never,smoker,2,2,2,1,1,4,4,2,2,2,1,22
masters degree,,4,3,2,4,1,4,1,4,4,3,3,3,1,4,5,1,2,3,sometime of the day,4,3,5,1,2,never,never smoked,2,1,3,1,5,3,2,3,2,1,2,
college/bachelor degree,75,4,3,5,2,1,3,3,1,4,4,5,1,3,2,5,4,5,3,sometime of the day,5,5,3,3,2,drink a lot,smoker,3,1,2,2,2,5,2,4,3,1,1,19
college/bachelor degree,55,4,3,4,3,3,4,2,3,4,4,3,5,3,2,4,5,2,1,sometime of the day,4,4,4,2,3,social drinker,smoker,5,2,2,2,2,3,3,4,4,2,3,24
college/bachelor degree,63,4,3,3,4,1,5,3,3,3,3,3,3,2,3,5,5,1,2,sometime of the day,5,3,2,1,2,social drinker,never smoked,2,2,2,4,5,5,4,4,4,1,4,23
secondary school,52,3,4,5,5,1,3,1,1,1,4,5,3,4,5,5,5,1,1,sometime of the day,5,3,3,5,3,drink a lot,smoker,5,4,5,5,2,4,3,5,5,5,1,21
secondary school,50,3,1,2,5,3,4,4,1,3,1,2,5,5,3,4,3,1,2,most of the day,4,3,1,1,3,drink a lot,smoker,3,1,2,4,3,2,2,5,5,3,4,22
secondary school,81,3,1,,2,4,4,2,2,3,4,2,3,3,3,4,3,3,2,sometime of the day,5,3,3,2,2,social drinker,smoker,2,2,2,3,2,3,4,2,3,3,1,18
masters degree,58,2,4,3,2,2,2,2,4,4,5,4,3,2,2,2,5,1,3,sometime of the day,4,4,4,4,5,drink a lot,smoker,2,3,3,4,4,4,2,3,4,5,4,28
secondary school,48,5,2,4,2,3,5,5,2,5,4,5,4,2,2,4,5,1,1,sometime of the day,5,3,2,5,3,social drinker,smoker,4,2,3,2,4,2,4,5,5,5,2,18
college/bachelor degree,69,4,3,5,4,2,4,4,2,4,4,4,5,4,2,4,3,5,5,sometime of the day,4,3,4,1,4,social drinker,smoker,4,5,4,2,1,1,1,4,4,2,1,23
secondary school,55,2,2,3,4,4,4,2,2,4,4,2,3,2,2,4,3,3,4,sometime of the day,2,2,4,2,2,social drinker,smoker,3,2,1,4,3,2,3,3,2,3,3,22
secondary school,52,3,2,5,3,1,3,3,3,4,3,3,4,3,5,3,5,2,2,sometime of the day,4,2,4,3,3,drink a lot,smoker,2,4,4,4,1,2,3,4,3,5,2,21
secondary school,57,3,2,5,5,5,4,4,1,1,2,4,1,5,5,5,5,3,3,sometime of the day,4,1,4,5,1,drink a lot,smoker,5,4,5,2,2,4,4,3,4,4,2,20
primary school,65,3,4,1,4,4,3,3,3,3,4,3,5,3,2,4,4,2,5,sometime of the day,5,2,2,1,3,social drinker,smoker,3,1,1,5,4,4,4,5,4,1,2,18
secondary school,55,1,1,5,4,2,2,3,2,3,3,5,1,2,5,3,2,1,4,sometime of the day,3,5,2,1,2,social drinker,smoker,1,1,3,2,1,2,4,1,1,1,4,21
college/bachelor degree,80,3,1,4,2,2,3,3,3,3,2,3,1,1,4,4,4,2,3,sometime of the day,4,4,2,1,2,social drinker,smoker,2,2,3,2,2,3,4,2,1,1,3,20
secondary school,52,4,3,3,5,4,3,5,2,4,3,3,4,2,3,5,3,3,4,most of the day,5,2,4,1,4,social drinker,smoker,4,3,2,2,3,1,3,3,4,1,3,21
secondary school,50,3,2,5,3,4,3,3,3,4,4,5,5,5,2,5,4,5,1,sometime of the day,5,1,2,3,3,drink a lot,smoker,5,2,3,3,3,3,3,4,5,1,3,21
secondary school,54,4,2,3,3,2,4,3,3,4,3,3,3,4,5,,3,,1,sometime of the day,5,1,2,1,2,social drinker,smoker,3,3,3,3,2,2,3,3,3,4,2,20
primary school,84,2,1,2,2,3,2,4,2,4,1,4,2,2,4,2,2,1,4,sometime of the day,5,4,3,1,4,never,never smoked,2,2,1,4,4,3,2,3,3,3,4,17
secondary school,67,5,1,5,5,3,5,5,1,5,3,5,1,3,5,5,5,2,5,sometime of the day,5,5,4,1,5,social drinker,smoker,2,3,3,5,4,1,4,3,3,1,5,20
college/bachelor degree,59,4,1,3,5,3,4,3,3,4,4,3,1,5,5,4,5,2,3,sometime of the day,5,4,3,3,5,drink a lot,smoker,2,3,5,2,3,2,4,5,5,4,2,23
secondary school,50,4,3,5,5,1,3,5,4,3,4,4,1,3,5,2,5,2,5,sometime of the day,5,1,4,1,1,social drinker,smoker,1,1,1,3,2,1,5,5,5,2,1,19
secondary school,63,4,4,5,5,1,5,4,2,5,5,4,4,5,5,5,4,1,5,sometime of the day,5,3,3,3,3,social drinker,smoker,5,3,2,4,3,2,4,4,4,2,2,20
secondary school,70,4,2,4,4,1,3,3,4,3,3,4,5,1,3,4,3,1,1,sometime of the day,4,5,4,1,3,never,never smoked,2,2,2,3,1,2,4,3,3,5,2,22
secondary school,56,3,5,1,5,4,5,5,3,5,4,3,4,5,5,4,4,2,5,sometime of the day,4,2,3,2,4,social drinker,smoker,1,1,1,5,4,4,3,5,5,5,4,19
secondary school,44,5,4,5,5,4,3,3,2,3,2,2,4,4,3,4,4,5,5,sometime of the day,5,2,4,2,3,social drinker,never smoked,4,3,5,4,4,3,4,5,5,2,2,19
college/bachelor degree,58,4,3,5,5,3,3,4,5,5,3,4,1,,2,3,1,3,3,sometime of the day,,,3,3,2,never,smoker,3,3,4,3,2,4,4,4,4,1,2,27
primary school,45,4,3,1,2,3,4,3,3,2,3,3,4,5,3,5,3,1,1,sometime of the day,5,4,4,1,4,social drinker,smoker,3,2,2,3,5,2,2,5,5,3,2,18
secondary school,80,2,1,5,3,2,4,3,2,2,4,2,4,3,2,2,4,2,3,most of the day,4,5,2,1,4,social drinker,smoker,2,3,1,4,2,4,4,4,5,1,3,18
secondary school,45,4,3,5,2,3,4,5,4,4,4,4,2,3,5,5,3,5,2,sometime of the day,5,5,5,4,4,social drinker,smoker,3,2,1,4,4,3,1,4,5,1,4,20
secondary school,50,3,3,1,5,4,4,4,3,2,3,5,4,4,5,4,4,2,5,sometime of the day,5,1,2,3,4,drink a lot,smoker,3,2,5,2,1,4,4,4,4,3,4,17
primary school,54,3,3,1,5,5,4,5,4,4,3,2,3,3,5,2,5,2,4,sometime of the day,5,2,2,1,2,social drinker,smoker,3,1,2,3,2,3,5,2,3,3,4,19
secondary school,60,2,3,1,5,3,5,3,2,3,3,1,1,5,5,3,5,1,5,sometime of the day,5,1,5,1,5,social drinker,smoker,3,1,1,3,2,2,1,3,5,5,1,16
secondary school,66,3,2,4,3,3,3,3,4,4,3,2,5,3,2,4,4,3,2,sometime of the day,4,2,3,2,4,social drinker,smoker,3,2,3,2,2,3,3,3,4,2,3,21
primary school,62,4,4,4,4,1,2,2,2,2,2,3,3,5,5,5,4,2,5,sometime of the day,5,3,2,1,4,social drinker,never smoked,5,5,5,4,4,4,3,5,4,4,3,18
secondary school,63,5,3,3,5,5,5,5,2,5,5,3,1,5,5,5,5,3,5,sometime of the day,3,3,5,1,5,social drinker,smoker,1,3,5,2,4,5,5,4,5,5,3,19
secondary school,47,4,2,5,5,2,3,1,1,4,4,2,1,4,2,5,5,2,4,sometime of the day,4,1,5,1,2,never,never smoked,4,2,5,4,1,4,2,5,3,3,2,20
primary school,59,1,3,1,3,5,4,2,2,3,4,3,4,4,5,4,3,1,4,sometime of the day,5,5,5,1,4,never,smoker,1,1,3,2,4,5,2,3,4,5,4,16
primary school,55,3,2,1,2,2,4,3,2,4,1,5,5,2,5,5,5,1,2,sometime of the day,5,,3,2,3,,smoker,3,1,2,3,4,2,2,3,3,5,2,18
college/bachelor degree,71,2,3,5,4,5,4,5,2,3,3,5,4,5,1,5,5,2,5,most of the day,4,2,3,2,5,drink a lot,smoker,3,2,4,5,1,3,4,2,4,4,2,24
secondary school,83,4,3,5,5,1,3,4,3,3,3,5,2,4,5,3,3,1,5,sometime of the day,5,2,4,1,3,social drinker,smoker,3,2,5,3,4,2,4,5,3,1,4,22
secondary school,47,4,3,5,5,2,3,3,3,3,4,3,1,4,5,2,2,1,5,sometime of the day,5,1,5,2,3,social drinker,never smoked,3,3,4,3,2,5,4,5,5,1,2,19
secondary school,70,4,1,5,5,1,3,4,1,5,3,2,5,1,2,3,4,1,5,sometime of the day,5,5,5,3,3,drink a lot,smoker,4,3,3,5,5,5,4,5,3,1,5,22
secondary school,100,3,3,3,3,5,5,2,3,3,3,3,1,3,4,3,5,2,1,sometime of the day,5,5,3,1,5,social drinker,smoker,2,3,4,2,2,5,4,5,5,5,3,22
secondary school,55,3,3,1,3,5,3,3,3,3,3,3,3,3,3,3,3,2,3,sometime of the day,5,2,2,2,3,social drinker,smoker,1,1,2,3,4,3,2,4,4,3,3,16
secondary school,75,5,1,1,5,3,,4,2,4,4,3,4,5,1,3,4,5,5,sometime of the day,5,3,4,2,5,social drinker,smoker,4,2,3,4,2,4,3,5,5,3,2,18
secondary school,56,2,1,1,5,3,3,3,2,3,3,2,3,3,2,3,3,2,5,most of the day,5,2,5,1,3,social drinker,smoker,3,1,1,3,2,4,4,,5,1,2,18
currently a primary school pupil,85,3,2,1,5,5,5,2,3,3,3,3,2,1,5,3,3,3,5,most of the day,3,5,4,1,3,never,never smoked,2,3,4,2,4,5,3,4,3,3,5,15
masters degree,76,2,1,1,1,3,5,1,5,1,1,3,1,1,5,4,2,1,1,most of the day,5,5,5,1,3,drink a lot,smoker,1,1,1,4,4,5,5,4,2,3,5,26
secondary school,60,3,3,1,5,4,3,3,3,5,4,3,2,1,2,2,5,2,2,sometime of the day,5,5,5,1,2,never,never smoked,4,2,4,3,1,5,3,5,5,3,1,19
secondary school,57,3,4,4,5,4,3,5,2,4,3,3,2,4,3,1,5,5,4,sometime of the day,4,1,1,3,5,social drinker,smoker,5,1,3,3,4,4,4,5,4,4,1,20
secondary school,62,4,4,4,5,4,2,3,2,3,4,4,4,4,5,4,4,1,4,sometime of the day,5,2,4,1,4,social drinker,smoker,5,3,2,5,4,2,4,3,5,5,2,20
secondary school,51,4,3,3,5,2,3,5,3,5,3,3,1,5,3,4,1,5,5,sometime of the day,5,2,5,1,1,drink a lot,smoker,3,1,1,2,1,3,4,3,3,1,3,19
secondary school,83,4,1,1,3,4,4,1,3,2,3,3,2,2,4,4,2,1,4,most of the day,5,3,3,1,3,drink a lot,smoker,1,2,3,3,3,4,2,4,3,2,2,20
secondary school,65,3,3,5,5,3,3,4,3,3,4,1,4,3,4,3,1,1,1,sometime of the day,4,4,3,1,3,social drinker,never smoked,2,1,1,2,5,4,4,2,3,1,3,20
college/bachelor degree,59,4,2,2,,3,4,4,2,2,4,2,4,4,2,3,5,4,5,sometime of the day,5,1,5,3,3,social drinker,smoker,2,2,3,5,3,3,5,2,2,2,2,22
masters degree,48,5,2,2,5,3,4,4,4,3,4,2,5,5,5,4,4,2,4,sometime of the day,4,2,4,1,3,social drinker,smoker,3,2,4,3,2,2,4,5,5,2,3,24
masters degree,,5,1,4,4,2,2,2,4,4,3,5,5,3,4,5,5,3,1,sometime of the day,5,3,3,1,2,social drinker,never smoked,1,4,5,4,3,4,4,2,3,1,2,
secondary school,75,4,2,4,5,3,3,2,5,4,3,5,5,5,4,4,3,4,5,sometime of the day,5,5,5,5,4,social drinker,smoker,4,3,3,4,5,4,4,4,4,1,4,20
secondary school,56,4,5,3,4,3,3,5,2,5,4,3,4,4,4,5,5,2,1,sometime of the day,4,1,1,2,4,never,never smoked,3,3,5,3,1,1,4,4,3,3,1,21
secondary school,92,4,2,1,4,1,1,1,5,5,1,4,5,1,4,5,2,2,3,most of the day,5,5,1,1,1,social drinker,smoker,2,4,5,4,3,5,5,5,5,1,5,23
college/bachelor degree,75,4,3,1,5,4,2,3,3,3,3,2,4,2,3,4,4,3,4,sometime of the day,4,,4,3,1,social drinker,smoker,3,4,3,3,3,3,4,4,4,2,3,21
primary school,65,3,5,1,5,5,5,1,1,1,3,3,3,5,5,3,5,1,1,sometime of the day,5,2,2,2,1,social drinker,smoker,5,3,3,5,1,5,5,5,5,1,3,17
college/bachelor degree,55,5,3,5,5,1,5,1,1,1,1,5,1,1,1,5,5,1,5,sometime of the day,5,1,1,2,1,social drinker,smoker,5,5,5,1,1,1,1,5,5,1,1,19
primary school,71,4,3,3,4,2,3,3,3,4,4,2,2,2,4,3,3,3,4,sometime of the day,5,3,5,2,3,social drinker,never smoked,3,3,3,2,1,5,4,5,4,1,3,18
secondary school,75,4,2,4,3,2,4,3,3,4,3,2,3,1,4,4,2,1,4,sometime of the day,5,5,4,2,3,social drinker,smoker,2,2,3,3,5,4,3,4,3,2,5,19
college/bachelor degree,70,3,1,1,2,2,3,1,2,1,2,1,1,4,5,4,4,1,1,sometime of the day,5,5,4,1,3,drink a lot,smoker,2,1,3,2,2,4,4,5,5,1,3,19
masters degree,82,5,3,1,1,4,5,4,1,3,3,2,1,1,5,5,5,1,3,sometime of the day,5,5,1,1,3,drink a lot,smoker,2,5,5,5,4,4,4,5,5,1,5,22
secondary school,60,2,4,1,3,3,2,4,2,4,4,3,3,2,5,5,5,2,3,sometime of the day,4,4,3,1,4,social drinker,smoker,2,2,4,2,1,4,2,4,4,4,2,18
secondary school,88,4,3,4,5,3,3,5,4,2,4,2,3,4,3,5,5,5,5,sometime of the day,5,2,3,2,3,social drinker,smoker,3,2,3,3,1,5,4,4,4,3,4,19
secondary school,120,4,4,1,3,4,3,5,2,5,3,5,2,4,1,5,1,2,4,most of the day,4,5,5,3,3,social drinker,smoker,1,3,4,2,1,4,3,5,5,2,4,20
secondary school,73,4,2,1,4,1,4,3,3,5,1,3,1,3,5,4,5,4,3,sometime of the day,5,2,4,1,3,drink a lot,smoker,2,1,2,1,1,4,4,3,3,1,1,21
secondary school,85,2,2,5,5,3,4,5,3,2,2,3,5,3,5,4,5,1,5,most of the day,5,1,5,2,2,drink a lot,smoker,5,5,5,5,5,3,4,5,3,4,1,23
secondary school,62,5,3,5,4,1,5,4,3,3,4,3,2,4,4,4,5,3,2,sometime of the day,5,4,4,1,3,social drinker,smoker,5,3,3,4,3,3,3,5,4,1,3,19
secondary school,83,3,1,4,4,2,4,2,2,3,2,2,3,2,5,2,4,1,3,sometime of the day,5,2,3,1,2,drink a lot,smoker,2,1,1,4,4,3,5,2,3,3,2,19
college/bachelor degree,60,3,5,5,4,5,3,4,3,2,4,4,3,5,4,3,4,2,4,sometime of the day,5,3,4,1,4,social drinker,smoker,3,2,2,2,2,3,3,5,5,4,3,21
secondary school,90,4,4,5,4,2,5,4,2,4,3,5,4,2,4,5,5,2,4,sometime of the day,5,3,2,1,3,social drinker,never smoked,4,3,4,4,3,3,3,5,5,4,5,19
secondary school,53,3,4,5,4,1,4,3,3,4,4,5,1,1,5,5,2,1,3,sometime of the day,5,1,1,1,1,drink a lot,,4,4,5,2,1,2,5,2,2,4,4,18
secondary school,57,4,1,5,5,4,2,5,2,4,2,2,4,4,5,5,2,1,1,most of the day,3,1,4,1,2,social drinker,smoker,2,2,5,1,1,5,5,4,3,3,2,19
secondary school,70,2,2,3,3,4,4,4,2,3,4,3,1,1,4,4,4,1,4,sometime of the day,5,4,3,1,2,drink a lot,smoker,1,2,3,2,2,4,1,3,2,5,3,18
secondary school,60,4,2,4,5,2,4,4,4,2,3,4,5,3,2,3,2,1,4,sometime of the day,5,1,4,1,3,social drinker,smoker,4,1,3,3,4,1,2,5,5,2,3,22
secondary school,55,4,1,3,5,3,3,1,5,1,1,3,1,4,5,5,2,1,4,most of the day,4,2,2,1,1,drink a lot,smoker,3,1,3,1,1,1,2,3,3,1,4,21
secondary school,53,5,2,5,5,3,2,2,2,3,1,2,2,2,4,5,4,1,2,sometime of the day,4,2,4,1,3,social drinker,smoker,2,2,4,1,1,2,4,5,4,1,3,20
secondary school,60,3,2,5,2,4,4,5,3,2,3,2,5,4,5,4,5,1,1,sometime of the day,4,4,5,2,1,social drinker,smoker,2,4,5,2,3,2,1,3,4,1,1,19
secondary school,80,3,2,5,5,4,3,5,4,2,2,4,2,3,5,4,5,,2,sometime of the day,4,2,4,1,2,drink a lot,smoker,2,1,2,2,,3,4,3,2,3,4,20
secondary school,70,5,1,5,3,1,5,5,5,5,3,,5,5,5,5,5,5,1,sometime of the day,5,5,5,5,1,drink a lot,smoker,5,3,5,3,3,5,5,2,5,1,5,19
masters degree,54,5,3,5,3,1,5,2,3,5,3,5,3,5,5,5,5,3,1,most of the day,5,5,5,2,3,drink a lot,smoker,5,3,4,3,5,1,1,3,5,2,1,30
secondary school,93,3,2,4,2,2,2,2,4,2,2,4,1,1,1,3,3,1,1,sometime of the day,5,5,3,1,2,social drinker,smoker,2,2,2,2,1,3,4,2,2,2,4,29
secondary school,80,2,1,3,3,2,2,2,3,2,1,3,1,1,4,4,4,1,5,most of the day,3,5,3,1,1,social drinker,smoker,1,1,1,2,5,4,5,1,1,1,3,21
masters degree,150,3,2,5,2,4,2,2,2,3,3,3,5,1,5,3,2,4,1,most of the day,5,3,1,1,3,never,never smoked,2,2,4,4,2,5,4,4,4,2,1,30
secondary school,55,4,1,5,3,3,4,5,3,4,3,4,1,5,3,4,5,1,2,sometime of the day,5,2,2,1,4,social drinker,smoker,1,1,3,3,4,1,1,5,5,2,4,21
secondary school,78,3,1,5,5,1,5,3,1,3,4,3,3,2,5,4,3,1,5,sometime of the day,4,1,4,1,3,drink a lot,smoker,1,1,3,3,2,3,3,5,5,3,3,20
secondary school,53,4,4,5,5,4,3,4,3,4,4,3,4,4,3,3,5,2,5,sometime of the day,5,4,2,1,3,never,smoker,2,1,1,2,3,5,5,3,3,1,2,18
secondary school,74,4,3,4,1,3,4,3,2,5,4,3,2,2,5,4,3,1,2,sometime of the day,5,4,3,1,4,social drinker,smoker,1,1,3,1,4,3,4,2,3,1,3,20
secondary school,53,4,1,5,4,2,2,3,3,2,,2,4,3,4,4,5,1,5,sometime of the day,5,1,5,2,3,social drinker,smoker,4,1,1,3,2,2,3,2,5,2,2,19
masters degree,105,5,3,5,2,2,3,2,2,4,3,3,4,3,2,5,5,2,1,sometime of the day,5,5,5,2,2,social drinker,smoker,3,2,3,4,3,5,5,5,4,2,2,28
secondary school,70,4,3,5,5,3,4,3,3,4,3,4,3,2,3,5,5,3,1,sometime of the day,5,5,5,2,3,social drinker,never smoked,5,3,5,5,5,5,3,4,3,1,3,19
primary school,62,3,2,1,5,5,5,2,3,3,2,1,3,4,5,3,2,5,5,sometime of the day,5,1,4,2,4,never,never smoked,3,1,3,3,5,2,5,5,5,5,4,16
primary school,63,4,1,2,5,1,4,5,3,2,2,2,1,5,5,4,1,1,4,sometime of the day,5,3,2,1,4,never,smoker,2,1,1,5,4,1,3,3,3,4,2,18
secondary school,72,3,1,1,4,2,2,2,3,2,2,1,1,1,1,4,3,1,2,sometime of the day,5,5,1,1,2,social drinker,smoker,1,1,1,3,1,2,4,2,2,1,3,22
secondary school,63,3,2,5,3,2,3,3,3,4,4,4,4,3,2,3,4,2,5,sometime of the day,4,1,4,2,3,social drinker,smoker,4,2,2,4,2,4,4,3,3,1,4,20
secondary school,60,4,4,1,4,3,4,3,3,4,2,2,3,2,5,5,4,2,4,sometime of the day,5,5,3,2,3,social drinker,smoker,2,3,3,4,5,4,4,5,4,3,4,22
secondary school,57,3,3,5,5,1,4,2,2,2,4,3,3,4,5,4,5,1,4,sometime of the day,5,3,2,2,4,drink a lot,smoker,3,2,5,5,4,4,3,5,5,3,3,20
masters degree,80,5,3,5,3,4,3,5,5,5,4,1,5,1,1,5,2,1,5,sometime of the day,5,5,5,5,3,social drinker,never smoked,3,1,4,5,1,5,5,5,1,2,5,27
secondary school,75,3,5,5,5,5,4,5,3,4,4,3,1,5,5,2,5,1,5,most of the day,3,4,1,1,3,social drinker,smoker,1,1,2,1,3,2,5,4,4,1,2,18
college/bachelor degree,58,4,3,5,4,3,5,3,3,3,3,3,2,5,5,5,5,3,4,most of the day,5,4,5,1,4,social drinker,smoker,2,1,3,3,2,1,4,5,5,3,3,25
secondary school,72,5,5,2,5,1,4,3,1,4,3,3,1,2,2,5,4,3,5,sometime of the day,5,2,4,5,5,social drinker,smoker,2,1,3,4,3,3,3,2,4,2,1,21
